timestamp,title,side,outcome,price,size,slug,eventSlug,proxyWallet,asset,conditionId
09/03/2026 02:01:59,Will the Republicans win the Nebraska Senate race in 2026?,BUY,No,0.3,483.43,will-the-republicans-win-the-nebraska-senate-race-in-2026,nebraska-senate-election-winner,0xde7be6d489bce070a959e0cb813128ae659b5f4b,20545755397554366279105844241414821565747450256261992143596340747510834590543,0x71e9f5312aac62bdc9b87fa8d171fa929eca6243d815298c4c7d61303f7d53dd
09/03/2026 02:01:55,Will the Republicans win the Nebraska Senate race in 2026?,BUY,No,0.29,12.38,will-the-republicans-win-the-nebraska-senate-race-in-2026,nebraska-senate-election-winner,0xde7be6d489bce070a959e0cb813128ae659b5f4b,20545755397554366279105844241414821565747450256261992143596340747510834590543,0x71e9f5312aac62bdc9b87fa8d171fa929eca6243d815298c4c7d61303f7d53dd
08/03/2026 21:08:51,Will Mojtaba Khamenei be head of state in Iran end of 2026?,BUY,Yes,0.29047113648884804,10763.59,will-mojtaba-khamenei-be-head-of-state-in-iran-end-of-2026,iran-leader-end-of-2026,0xde7be6d489bce070a959e0cb813128ae659b5f4b,111988618077786263362718284278451225707405623288593888751575373086664059387290,0x25fb28382075f418a944a781a9f8840e2f541152eea0d9798d1cabfa1466adbb
08/03/2026 21:08:35,Will Iran name a successor to Khamenei by March 12?,BUY,Yes,0.8648398974470871,733.28,will-iran-name-a-successor-to-khamenei-by-march-12-278,will-iran-name-a-successor-to-khamenei-by,0xde7be6d489bce070a959e0cb813128ae659b5f4b,94125792280310785621757919356587706547023838507174097496871926020169929491283,0x4384916c16a5e787b1752a5c4a775037c2d91e4f0b6f03960e3b2d267e1095a4
08/03/2026 21:08:25,Will Iran name a successor to Khamenei by March 13?,BUY,Yes,0.8779547060811849,2928.87,will-iran-name-a-successor-to-khamenei-by-march-13-953,will-iran-name-a-successor-to-khamenei-by,0xde7be6d489bce070a959e0cb813128ae659b5f4b,90131161878431336987790834113369752341014988562776483705307370685461940687724,0x24ddfcff3f0b01f2eef9524ccc75460ac5d8140a0b5f65c8a1ef82322410aae6
08/03/2026 21:08:19,Will Iran name a successor to Khamenei by March 10?,BUY,Yes,0.8754933665008292,2412.0,will-iran-name-a-successor-to-khamenei-by-march-10-468,will-iran-name-a-successor-to-khamenei-by,0xde7be6d489bce070a959e0cb813128ae659b5f4b,99904070062632620905620630499662485479830073949141759450601403296148984108899,0xc805ceca084cb91861c1102a72642e1e0da094d2aa6278cbb4e751c64ad825f2
08/03/2026 21:08:15,Will Iran name a successor to Khamenei by March 9?,BUY,Yes,0.8479561714732529,3926.21,will-iran-name-a-successor-to-khamenei-by-march-9-795,will-iran-name-a-successor-to-khamenei-by,0xde7be6d489bce070a959e0cb813128ae659b5f4b,101965280048658171740152109644466319851891813025171213039129346668028466102595,0x4af035e8e27aa9d450ccbe816c123ccb1488e3c20729972da0283de96fca548b
08/03/2026 21:08:05,Will Iran name a successor to Khamenei by March 31?,BUY,Yes,0.9692256001895372,14519.58,will-iran-name-a-successor-to-khamenei-by-march-31-483-852-436-833-347-948,will-iran-name-a-successor-to-khamenei-by,0xde7be6d489bce070a959e0cb813128ae659b5f4b,73608378798865044984261735099675348741092728789196282435464649551995587538344,0x1dda38b3bdc54eb87db0eae3c6aae2ac8730e36a1131f68d3a23ffca28c4f3a2
08/03/2026 21:08:03,Will Iran name a successor to Khamenei by March 15?,BUY,Yes,0.8895324322677511,6400.57,will-iran-name-a-successor-to-khamenei-by-march-15-153-144-999-648-116-955-829-149,will-iran-name-a-successor-to-khamenei-by,0xde7be6d489bce070a959e0cb813128ae659b5f4b,79254880241754321955421229212273206198461510363360633943986831155507289364536,0xf4d9075a14094db9b40fe56854550374f2875cb54cb93973eef773bbeac147b3
08/03/2026 21:07:41,Will Mojtaba Khamenei be the next Supreme Leader of Iran?,BUY,Yes,0.9698814126660222,4469.28,will-mojtaba-khamenei-be-the-next-supreme-leader-of-iran-573,who-will-be-next-supreme-leader-of-iran-515,0xde7be6d489bce070a959e0cb813128ae659b5f4b,17755827780507870103087739732569035075234386298574900130039408497123606676791,0xbe6525eb1b615ba8a490abc915d76cdffabb2aad4f71e26aaee5f57c3b096a71
